0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	2	3	1	1	2	3	1	1	2	4	1	1	2	3	1	5	2	3	5	1	1	1	1	2	3	6	2	7	1	1	5	2	5	2	5	2	5	2	1	5	1	7	7	1	6	2	8	9	10	10	2	10	10	10	10	11	10	11	10	10	10	10	12	1	1	2	7	1	2	5	1	2	3	13	14	1	15	2	14	1	15	2	14	1	4	5	8	0	
0	16	17	18	19	20	17	18	19	20	17	21	19	20	17	18	19	16	17	18	22	20	20	20	20	17	23	22	17	20	20	20	16	17	22	17	22	17	22	17	20	22	20	20	20	20	22	17	24	25	26	27	28	27	29	29	29	28	26	17	27	27	29	29	24	20	16	17	20	20	17	22	20	17	18	16	20	30	31	17	32	30	31	17	32	30	21	22	33	0	
0	20	17	23	22	20	17	18	22	20	17	18	22	20	17	18	22	20	17	18	22	20	20	34	35	36	37	38	38	39	40	20	20	17	22	17	22	17	22	17	19	22	20	34	35	38	37	36	41	42	43	43	36	27	27	44	44	17	44	17	27	26	43	43	41	37	38	38	39	40	17	22	20	17	23	20	20	17	20	17	20	17	20	17	19	17	23	22	24	0	
0	20	17	20	22	20	17	23	22	19	17	18	22	20	17	23	22	20	17	18	22	34	35	45	46	17	20	16	17	47	48	37	49	17	22	17	22	17	22	17	16	22	34	50	46	20	20	30	33	51	44	44	17	43	52	53	44	54	54	55	43	52	53	26	56	21	20	30	47	48	38	37	38	38	39	40	20	17	20	17	20	17	20	17	16	17	34	35	41	0	
0	20	17	20	22	19	17	20	22	16	17	23	22	20	17	20	22	16	17	23	34	50	46	19	20	17	20	20	17	20	17	19	19	17	22	17	22	17	22	17	19	34	50	46	19	20	20	17	33	51	27	27	28	44	17	57	53	58	54	28	44	17	57	53	56	23	20	17	20	19	17	16	17	16	47	59	40	17	20	17	20	17	20	17	20	17	60	46	33	0	
0	37	36	37	37	37	36	37	37	37	36	37	37	37	36	37	37	37	36	37	45	37	37	37	37	36	37	37	36	37	36	37	37	36	37	36	37	36	37	36	37	45	37	37	37	37	37	36	61	62	63	43	36	43	36	64	65	66	54	36	63	36	64	65	67	37	37	36	37	37	36	37	36	37	37	37	48	36	37	36	37	36	37	36	37	36	37	37	61	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	68	69	69	69	69	69	68	68	68	69	69	69	69	69	68	68	68	68	68	68	70	71	71	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	74	75	73	0	0	73	0	73	0	2	74	75	0	2	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	77	77	77	77	77	77	78	78	77	77	77	77	77	77	78	78	78	78	78	78	79	80	80	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	82	28	0	0	28	0	17	0	17	27	82	75	17	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	77	83	77	77	77	77	77	77	77	83	77	77	77	77	77	77	77	77	83	83	84	85	80	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	27	27	55	0	0	28	0	17	0	17	27	27	82	17	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	83	87	83	83	83	83	83	83	83	87	83	83	83	83	83	83	83	83	87	0	84	86	80	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	88	88	55	89	88	55	0	55	0	55	88	88	88	90	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	91	92	93	91	91	93	91	93	91	92	93	91	91	93	91	93	93	94	92	95	96	97	98	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	99	100	17	101	17	101	17	100	101	0	17	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	104	104	104	104	104	104	104	104	104	104	104	104	104	55	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
